========================================
 PHASE 2: GRPO REINFORCEMENT LEARNING   
========================================
Loading Phase 1 Brain via MMAP from /opt/rishabh_experimental/rishabh_final.pt...
Initializing ZERO-VRAM SGD Optimizer (lr=1e-4)...
Starting GRPO Loop!
/usr/lib/python3.11/contextlib.py:105: FutureWarning: `torch.backends.cuda.sdp_kernel()` is deprecated. In the future, this context manager will be removed. Please see `torch.nn.attention.sdpa_kernel()` for the new context manager, with updated signature.
  self.gen = func(*args, **kwds)
RL Step 1 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.6s | Prob: A train travels at 63 km/h for... | Ans: 73.0
RL Step 3627 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 40 km/h for... | Ans: 58.5
RL Step 3628 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 77 km/h for... | Ans: 80.56
RL Step 3629 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 72 km/h for... | Ans: 85.0
RL Step 3630 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 77 km/h for... | Ans: 78.2
RL Step 3631 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 42 km/h for... | Ans: 68.11
RL Step 3632 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 73 km/h for... | Ans: 83.5
RL Step 3633 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 69 km/h for... | Ans: 65.0
RL Step 3634 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 72 km/h for... | Ans: 77.62
RL Step 3635 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 75 km/h for... | Ans: 69.4
RL Step 3636 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 68 km/h for... | Ans: 80.78
RL Step 3637 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 75 km/h for... | Ans: 72.0
RL Step 3638 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 65 km/h for... | Ans: 73.0
RL Step 3639 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 43 km/h for... | Ans: 50.0
RL Step 3640 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 54 km/h for... | Ans: 67.0
RL Step 3641 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 62 km/h for... | Ans: 67.25
RL Step 3642 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 45 km/h for... | Ans: 57.57
RL Step 3643 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 59 km/h for... | Ans: 71.0
RL Step 3644 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 40 km/h for... | Ans: 57.0
RL Step 3645 | Loss: 0.0137 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 56 km/h for... | Ans: 67.0
RL Step 3646 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 47 km/h for... | Ans: 62.6
RL Step 3647 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 73 km/h for... | Ans: 70.5
RL Step 3648 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 55 km/h for... | Ans: 72.6
RL Step 3649 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.0s | Prob: A train travels at 55 km/h for... | Ans: 61.4
RL Step 3650 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 61 km/h for... | Ans: 66.0
RL Step 3651 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 42 km/h for... | Ans: 61.8
RL Step 3652 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 53 km/h for... | Ans: 58.14
RL Step 3653 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 65 km/h for... | Ans: 68.5
RL Step 3654 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 55 km/h for... | Ans: 76.5
RL Step 3655 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 69 km/h for... | Ans: 65.4
RL Step 3656 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 54 km/h for... | Ans: 62.4
RL Step 3657 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 60 km/h for... | Ans: 69.43
RL Step 3658 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 46 km/h for... | Ans: 55.2
RL Step 3659 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 43 km/h for... | Ans: 68.5
RL Step 3660 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 75 km/h for... | Ans: 70.71
RL Step 3661 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 54 km/h for... | Ans: 68.67
RL Step 3662 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 77 km/h for... | Ans: 74.78
RL Step 3663 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 43 km/h for... | Ans: 56.2
RL Step 3664 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 80 km/h for... | Ans: 73.33
RL Step 3665 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 64 km/h for... | Ans: 76.86
RL Step 3666 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 60 km/h for... | Ans: 63.5
RL Step 3667 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 77 km/h for... | Ans: 85.5
RL Step 3668 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 57 km/h for... | Ans: 63.0
RL Step 3669 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 79 km/h for... | Ans: 73.33
RL Step 3670 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 48 km/h for... | Ans: 71.5
RL Step 3671 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 45 km/h for... | Ans: 58.33
RL Step 3672 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 68 km/h for... | Ans: 81.0
RL Step 3673 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 61 km/h for... | Ans: 87.43
RL Step 3674 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 48 km/h for... | Ans: 59.62
RL Step 3675 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 66 km/h for... | Ans: 80.5
RL Step 3676 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 52 km/h for... | Ans: 72.0
RL Step 3677 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 78 km/h for... | Ans: 83.0
RL Step 3678 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 64 km/h for... | Ans: 75.0
RL Step 3679 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 61 km/h for... | Ans: 64.67
RL Step 3680 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 58 km/h for... | Ans: 60.67
RL Step 3681 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 65 km/h for... | Ans: 75.62
RL Step 3682 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 76 km/h for... | Ans: 77.43
RL Step 3683 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 76 km/h for... | Ans: 84.0
RL Step 3684 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 67 km/h for... | Ans: 64.6
RL Step 3685 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 74 km/h for... | Ans: 81.0
RL Step 3686 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 54 km/h for... | Ans: 67.0
RL Step 3687 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 57 km/h for... | Ans: 62.56
RL Step 3688 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 44 km/h for... | Ans: 68.0
RL Step 3689 | Loss: -0.0020 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 58 km/h for... | Ans: 64.0
RL Step 3690 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 41 km/h for... | Ans: 47.86
RL Step 3691 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 53 km/h for... | Ans: 57.71
RL Step 3692 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 71 km/h for... | Ans: 85.0
RL Step 3693 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 47 km/h for... | Ans: 69.0
RL Step 3694 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 64 km/h for... | Ans: 67.33
RL Step 3695 | Loss: 0.0003 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 70 km/h for... | Ans: 78.0
RL Step 3696 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 53 km/h for... | Ans: 76.57
RL Step 3697 | Loss: 0.0003 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 48 km/h for... | Ans: 60.44
RL Step 3698 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 71 km/h for... | Ans: 67.67
RL Step 3699 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 45 km/h for... | Ans: 73.57
RL Step 3700 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 80 km/h for... | Ans: 71.67
RL Step 3701 | Loss: 0.0312 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 58 km/h for... | Ans: 63.0
RL Step 3702 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 59 km/h for... | Ans: 76.78
RL Step 3703 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 76 km/h for... | Ans: 72.25
RL Step 3704 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 78 km/h for... | Ans: 72.0
RL Step 3705 | Loss: -0.0020 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 60 km/h for... | Ans: 72.5
RL Step 3706 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 75 km/h for... | Ans: 86.5
RL Step 3707 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 56 km/h for... | Ans: 73.5
RL Step 3708 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 68 km/h for... | Ans: 73.0
RL Step 3709 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 73 km/h for... | Ans: 75.0
RL Step 3710 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 55 km/h for... | Ans: 58.0
RL Step 3711 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 78 km/h for... | Ans: 71.2
RL Step 3712 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 77 km/h for... | Ans: 66.33
RL Step 3713 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 79 km/h for... | Ans: 83.0
RL Step 3714 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 41 km/h for... | Ans: 50.78
RL Step 3715 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 75 km/h for... | Ans: 78.43
RL Step 3716 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 48 km/h for... | Ans: 63.38
RL Step 3717 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 56 km/h for... | Ans: 71.0
RL Step 3718 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 70 km/h for... | Ans: 74.8
RL Step 3719 | Loss: -0.0039 | Avg Reward: 0.17 | Time: 8.3s | Prob: A train travels at 45 km/h for... | Ans: 53.33
RL Step 3720 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 53 km/h for... | Ans: 60.5
RL Step 3721 | Loss: -0.0078 | Avg Reward: 0.17 | Time: 8.1s | Prob: A train travels at 66 km/h for... | Ans: 81.5
RL Step 3722 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 71 km/h for... | Ans: 75.44
RL Step 3723 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 55 km/h for... | Ans: 60.0
RL Step 3724 | Loss: 0.0234 | Avg Reward: 0.17 | Time: 8.1s | Prob: A train travels at 45 km/h for... | Ans: 73.8
RL Step 3725 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 44 km/h for... | Ans: 78.0
RL Step 3726 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 56 km/h for... | Ans: 58.67
RL Step 3727 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 80 km/h for... | Ans: 80.0
RL Step 3728 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.0s | Prob: A train travels at 67 km/h for... | Ans: 65.5
RL Step 3729 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 63 km/h for... | Ans: 72.5
RL Step 3730 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 55 km/h for... | Ans: 63.89
RL Step 3731 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 77 km/h for... | Ans: 72.62
RL Step 3732 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 51 km/h for... | Ans: 61.0
RL Step 3733 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 79 km/h for... | Ans: 84.4
RL Step 3734 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 74 km/h for... | Ans: 85.0
RL Step 3735 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 80 km/h for... | Ans: 90.0
RL Step 3736 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 72 km/h for... | Ans: 80.0
RL Step 3737 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 42 km/h for... | Ans: 54.0
RL Step 3738 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 77 km/h for... | Ans: 78.88
RL Step 3739 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 76 km/h for... | Ans: 85.5
RL Step 3740 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 51 km/h for... | Ans: 76.62
RL Step 3741 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 43 km/h for... | Ans: 62.6
RL Step 3742 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 73 km/h for... | Ans: 78.71
RL Step 3743 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 75 km/h for... | Ans: 67.57
RL Step 3744 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 69 km/h for... | Ans: 79.5
RL Step 3745 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 71 km/h for... | Ans: 82.6
RL Step 3746 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 45 km/h for... | Ans: 55.22
RL Step 3747 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 72 km/h for... | Ans: 77.14
RL Step 3748 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 69 km/h for... | Ans: 72.0
RL Step 3749 | Loss: 0.0156 | Avg Reward: 0.17 | Time: 8.3s | Prob: A train travels at 70 km/h for... | Ans: 87.33
RL Step 3750 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 77 km/h for... | Ans: 83.0
RL Step 3751 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 47 km/h for... | Ans: 51.67
RL Step 3752 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 74 km/h for... | Ans: 71.0
RL Step 3753 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 44 km/h for... | Ans: 57.57
RL Step 3754 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 50 km/h for... | Ans: 60.67
RL Step 3755 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 56 km/h for... | Ans: 58.86
RL Step 3756 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 68 km/h for... | Ans: 75.43
RL Step 3757 | Loss: 0.0003 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 63 km/h for... | Ans: 69.0
RL Step 3758 | Loss: 0.0215 | Avg Reward: 0.17 | Time: 8.1s | Prob: A train travels at 59 km/h for... | Ans: 78.0
RL Step 3759 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 57 km/h for... | Ans: 61.0
RL Step 3760 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 80 km/h for... | Ans: 86.43
RL Step 3761 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 46 km/h for... | Ans: 56.71
RL Step 3762 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 45 km/h for... | Ans: 68.33
RL Step 3763 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 50 km/h for... | Ans: 70.0
RL Step 3764 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 68 km/h for... | Ans: 66.0
RL Step 3765 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 47 km/h for... | Ans: 57.22
RL Step 3766 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 49 km/h for... | Ans: 67.4
RL Step 3767 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 50 km/h for... | Ans: 62.86
RL Step 3768 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 58 km/h for... | Ans: 77.5
RL Step 3769 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 58 km/h for... | Ans: 83.0
RL Step 3770 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 79 km/h for... | Ans: 83.71
RL Step 3771 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 56 km/h for... | Ans: 60.67
RL Step 3772 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 67 km/h for... | Ans: 64.0
RL Step 3773 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 68 km/h for... | Ans: 81.2
RL Step 3774 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 42 km/h for... | Ans: 55.5
RL Step 3775 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 45 km/h for... | Ans: 67.2
RL Step 3776 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 74 km/h for... | Ans: 70.5
RL Step 3777 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 71 km/h for... | Ans: 80.0
RL Step 3778 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 67 km/h for... | Ans: 71.5
RL Step 3779 | Loss: -0.0078 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 63 km/h for... | Ans: 75.0
RL Step 3780 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 56 km/h for... | Ans: 65.0
RL Step 3781 | Loss: 0.0000 | Avg Reward: 0.17 | Time: 8.1s | Prob: A train travels at 45 km/h for... | Ans: 70.0
RL Step 3782 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 49 km/h for... | Ans: 63.0
RL Step 3783 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 54 km/h for... | Ans: 68.67
RL Step 3784 | Loss: 0.0020 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 78 km/h for... | Ans: 82.5
RL Step 3785 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 75 km/h for... | Ans: 70.0
RL Step 3786 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 71 km/h for... | Ans: 71.5
RL Step 3787 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 71 km/h for... | Ans: 71.86
RL Step 3788 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 54 km/h for... | Ans: 65.2
RL Step 3789 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 50 km/h for... | Ans: 59.33
RL Step 3790 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 72 km/h for... | Ans: 77.14
RL Step 3791 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 58 km/h for... | Ans: 61.57
RL Step 3792 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 60 km/h for... | Ans: 62.86
RL Step 3793 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 72 km/h for... | Ans: 67.8
RL Step 3794 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 62 km/h for... | Ans: 72.0
RL Step 3795 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 61 km/h for... | Ans: 66.43
RL Step 3796 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 69 km/h for... | Ans: 85.88
RL Step 3797 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 57 km/h for... | Ans: 58.33
RL Step 3798 | Loss: -0.0137 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 53 km/h for... | Ans: 67.5
RL Step 3799 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 54 km/h for... | Ans: 73.33
RL Step 3800 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 40 km/h for... | Ans: 65.0
Saving RL Checkpoint at step 3800...
RL Step 3801 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 52 km/h for... | Ans: 60.89
RL Step 3802 | Loss: -0.0078 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 63 km/h for... | Ans: 64.67
RL Step 3803 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 42 km/h for... | Ans: 70.75
RL Step 3804 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 44 km/h for... | Ans: 68.38
RL Step 3805 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 76 km/h for... | Ans: 75.33
RL Step 3806 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 71 km/h for... | Ans: 68.33
RL Step 3807 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 73 km/h for... | Ans: 79.29
RL Step 3808 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 43 km/h for... | Ans: 63.62
RL Step 3809 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 68 km/h for... | Ans: 72.0
RL Step 3810 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 53 km/h for... | Ans: 79.88
RL Step 3811 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 41 km/h for... | Ans: 52.56
RL Step 3812 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 46 km/h for... | Ans: 54.0
RL Step 3813 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 52 km/h for... | Ans: 62.22
RL Step 3814 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 56 km/h for... | Ans: 78.0
RL Step 3815 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 63 km/h for... | Ans: 69.25
RL Step 3816 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 67 km/h for... | Ans: 75.57
RL Step 3817 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 79 km/h for... | Ans: 86.5
RL Step 3818 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 51 km/h for... | Ans: 62.11
